Timestamp,Open,High,Low,Close,Volume
2025-04-08 21:00:00,77129.8,77284.9,76735.7,77106.9,245.640182
2025-04-08 22:00:00,77106.9,77141.1,76242.2,76728.0,698.813678
2025-04-08 23:00:00,76728.0,76793.0,76300.0,76322.1,368.109539
2025-04-09 00:00:00,76322.1,76855.2,75925.9,76514.6,660.38156
2025-04-09 01:00:00,76514.6,76591.7,74606.7,76062.3,1405.403496
2025-04-09 02:00:00,76062.3,76445.3,75555.7,75656.7,775.540541
2025-04-09 03:00:00,75656.7,75863.2,75001.95,75049.5,720.349674
2025-04-09 04:00:00,75049.5,76910.1,74973.1,76421.2,967.124348
2025-04-09 05:00:00,76421.2,76827.1,76215.3,76732.0,520.993381
2025-04-09 06:00:00,76732.0,77320.6,76704.6,76831.4,655.290545
2025-04-09 07:00:00,76831.4,77950.1,76814.0,77691.5,1200.250278
2025-04-09 08:00:00,77691.5,77872.6,77083.3,77304.1,427.945218
2025-04-09 09:00:00,77304.1,77539.1,77157.3,77469.3,323.210441
2025-04-09 10:00:00,77469.3,77574.4,76939.6,77185.7,464.809581
2025-04-09 11:00:00,77185.7,77196.4,75779.4,76231.2,1718.496426
2025-04-09 12:00:00,76231.2,77077.5,76023.0,76756.3,962.804515
2025-04-09 13:00:00,76756.3,77866.8,76709.6,77713.2,1602.17567
2025-04-09 14:00:00,77713.2,78331.0,76813.6,76886.7,1388.494262
2025-04-09 15:00:00,76886.7,77662.5,76861.5,77261.9,859.195615
2025-04-09 16:00:00,77261.9,78368.4,77136.6,78282.2,775.635821
2025-04-09 17:00:00,78282.2,82294.1,77659.8,82200.1,3748.099964
2025-04-09 18:00:00,82200.1,82995.0,81712.0,81785.2,1726.566342
2025-04-09 19:00:00,81785.2,82587.9,81764.9,82336.0,995.244823
2025-04-09 20:00:00,82336.0,83265.6,82008.7,83195.5,803.578635
2025-04-09 21:00:00,83195.5,83590.4,82850.9,83284.6,604.277776
2025-04-09 22:00:00,83284.6,83489.8,82951.0,83061.6,401.74605
2025-04-09 23:00:00,83061.6,83170.3,82536.9,82617.9,435.85804
2025-04-10 00:00:00,82617.9,82742.7,82062.6,82354.1,590.64836
2025-04-10 01:00:00,82354.1,82598.5,82219.7,82245.5,368.121727
2025-04-10 02:00:00,82245.5,82557.6,82191.6,82202.7,274.616603
2025-04-10 03:00:00,82202.7,82227.7,81468.7,81782.0,476.945228
2025-04-10 04:00:00,81782.0,82092.0,81650.9,82034.7,425.335025
2025-04-10 05:00:00,82034.7,82244.8,81926.2,82162.1,340.02049
2025-04-10 06:00:00,82162.1,82345.4,81843.8,82151.8,326.482556
2025-04-10 07:00:00,82151.8,82250.0,81308.3,81594.8,773.789566
2025-04-10 08:00:00,81594.8,81850.0,81428.0,81553.6,380.308233
2025-04-10 09:00:00,81553.6,82078.1,81342.0,82030.0,583.044788
2025-04-10 10:00:00,82030.0,82117.7,81574.1,81762.0,584.42264
2025-04-10 11:00:00,81762.0,81939.6,81500.0,81876.0,404.995011
2025-04-10 12:00:00,81876.0,82487.3,81455.1,81706.9,985.743807
2025-04-10 13:00:00,81706.9,81945.1,80783.3,80871.5,972.070423
2025-04-10 14:00:00,80871.5,81826.5,80637.0,81270.4,726.275865
2025-04-10 15:00:00,81270.4,81348.3,78613.9,78760.5,1514.874875
2025-04-10 16:00:00,78760.5,79688.3,78465.3,79455.1,1158.06516
2025-04-10 17:00:00,79455.1,79680.0,78614.1,79320.1,921.95485
2025-04-10 18:00:00,79320.1,79874.6,79217.7,79492.9,662.533656
2025-04-10 19:00:00,79492.9,80036.9,79300.7,79640.1,713.825346
2025-04-10 20:00:00,79640.1,79953.6,79567.9,79933.0,392.380491
2025-04-10 21:00:00,79933.0,80038.8,79673.8,79698.0,280.839511
2025-04-10 22:00:00,79698.0,79912.9,79532.0,79690.5,269.177261
2025-04-10 23:00:00,79690.5,79738.6,79372.8,79597.8,360.047896
2025-04-11 00:00:00,79597.8,79749.9,78971.4,79042.1,588.122763
2025-04-11 01:00:00,79042.1,80449.7,79014.3,80440.8,556.885523
2025-04-11 02:00:00,80440.8,80831.6,80155.1,80291.9,437.720553
